stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
262826407,,Engelfangen Bärenberg,,49.2983305,6.9067682,,,,,,
1671007471,,Heusweiler Albertstraße,,49.3396005,6.920867,,,,,,
1671007474,,Heusweiler Evangelische Kirche,,49.3375008,6.9290794,,,,,,
245597940,,Völklingen,,49.2486614,6.8491734,,,,,,
270697982,,Schmiedestraße,,49.3104744,6.943359,,,,,,
701430519,,Saarbrücken-Burbach,,49.2421454,6.956975,,,,,,
1671007481,,Heusweiler Kirchstraße,,49.3382292,6.9271672,,,,,,
1676210393,,Sommerberg Abzweig Oberwies,,49.2932714,6.9011463,,,,,,
1671007595,,Niedersalbach Zur Ellertskrepp,,49.3387489,6.9165046,,,,,,
375993596,,Niedaltdorf,,49.3438591,6.5940367,,,,,,
1671007486,,Heusweiler Markt B,,49.3369419,6.9303273,,,,,,
332099750,,Bous (Saar),,49.2761268,6.7924281,,,,,,
